code,name
002015,协鑫能科
002016,世荣兆业
002017,东信和平
002019,亿帆医药
002020,京新药业
002022,科华生物
002023,海特高新
002024,苏宁易购
002025,航天电器
002026,山东威达
002027,分众传媒
002028,思源电气
002029,七 匹 狼
002030,达安基因
002031,巨轮智能
002032,苏 泊 尔
002033,丽江股份
002034,旺能环境
002035,华帝股份
002036,联创电子
002037,保利联合
002038,双鹭药业
002039,黔源电力
002040,南 京 港
002041,登海种业
002042,华孚时尚
002043,兔 宝 宝
002044,美年健康
002045,国光电器
002046,国机精工
002047,宝鹰股份
002048,宁波华翔
002049,紫光国微
002050,三花智控
002051,中工国际
002053,云南能投
002054,德美化工
002055,得润电子
002056,横店东磁
002057,中钢天源
002059,云南旅游
002060,粤 水 电
002061,浙江交科
002062,宏润建设
002063,远光软件
002064,华峰化学
002065,东华软件
002066,瑞泰科技
002067,景兴纸业
002068,黑猫股份
002069,獐子岛
002073,软控股份
002074,国轩高科
002075,沙钢股份
002077,大港股份
002078,太阳纸业
002079,苏州固锝
002080,中材科技
002081,金 螳 螂
002082,万邦德
002083,孚日股份
002084,海鸥住工
002085,万丰奥威
002087,新野纺织
002088,鲁阳节能
002090,金智科技
002091,江苏国泰
002092,中泰化学
002093,国脉科技
002094,青岛金王
002095,生 意 宝
002096,南岭民爆
002097,山河智能
002098,浔兴股份
002099,海翔药业
002100,天康生物
002101,广东鸿图
002103,广博股份
002104,恒宝股份
002105,信隆健康
002106,莱宝高科
002107,沃华医药
002108,沧州明珠
002109,兴化股份
002110,三钢闽光
002111,威海广泰
002112,三变科技
002114,罗平锌电
002115,三维通信
002116,中国海诚
002117,东港股份
002118,紫鑫药业
002119,康强电子
002120,韵达股份
002121,科陆电子
002123,梦网科技
002124,天邦股份
002125,湘潭电化
002126,银轮股份
002127,南极电商
002128,露天煤业
002129,中环股份
002130,沃尔核材
002131,利欧股份
002132,恒星科技
002133,广宇集团
002134,天津普林
002135,东南网架
002136,安 纳 达
002137,实益达
002138,顺络电子
002139,拓邦股份
002140,东华科技
002141,贤丰控股
002142,宁波银行
002144,宏达高科
002145,中核钛白
002146,荣盛发展
002148,北纬科技
002149,西部材料
002150,通润装备
002151,北斗星通
002152,广电运通
002153,石基信息
002154,报 喜 鸟
002155,湖南黄金
002156,通富微电
002157,正邦科技
002158,汉钟精机
002159,三特索道
002160,常铝股份
002161,远 望 谷
002162,悦心健康
002163,海南发展
002164,宁波东力
002165,红 宝 丽
002166,莱茵生物
002167,东方锆业
002168,惠程科技
002169,智光电气
002170,芭田股份
002171,楚江新材
002172,澳洋健康
002173,创新医疗
002174,游族网络
002176,江特电机
002177,御银股份
002178,延华智能
002179,中航光电
002180,纳思达
002181,粤 传 媒
002182,云海金属
002183,怡 亚 通
002184,海得控制
002185,华天科技
002186,全 聚 德
002187,广百股份
002189,中光学
002190,成飞集成
002191,劲嘉股份
002192,融捷股份
002193,如意集团
002194,武汉凡谷
002195,二三四五
002196,方正电机
002197,证通电子
002198,嘉应制药
002199,东晶电子
002201,正威新材
002202,金风科技
002203,海亮股份
002204,大连重工
002205,国统股份
002206,海 利 得
002207,准油股份
002208,合肥城建
002209,达 意 隆
002211,宏达新材
002212,天融信
002213,大为股份
002214,大立科技
002215,诺 普 信
002216,三全食品
002217,合力泰
002218,拓日新能
002221,东华能源
002222,福晶科技
002223,鱼跃医疗
002224,三 力 士
002225,濮耐股份
002226,江南化工
002227,奥 特 迅
002228,合兴包装
002229,鸿博股份
002230,科大讯飞
002231,奥维通信
002232,启明信息
002233,塔牌集团
002234,民和股份
002235,安妮股份
002236,大华股份
002237,恒邦股份
002238,天威视讯
002239,奥特佳
002240,盛新锂能
002241,歌尔股份
002242,九阳股份
002243,力合科创
002244,滨江集团
002245,蔚蓝锂芯
002246,北化股份
002247,聚力文化
002248,华东数控
002249,大洋电机
002250,联化科技
002251,步 步 高
002252,上海莱士
002253,川大智胜
002254,泰和新材
002255,海陆重工
002256,兆新股份
002258,利尔化学
002261,拓维信息
002262,恩华药业
002263,大东南
002264,新 华 都
002265,西仪股份
002266,浙富控股
002267,陕天然气
002268,卫 士 通
002269,美邦服饰
002270,华明装备
002271,东方雨虹
002272,川润股份
002273,水晶光电
002274,华昌化工
002275,桂林三金
002276,万马股份
002277,友阿股份
002278,神开股份
002279,久其软件
002280,联络互动
002281,光迅科技
002282,博深股份
002283,天润工业
002284,亚太股份
002285,世联行
002286,保龄宝
002287,奇正藏药
002288,超华科技
002289,宇顺电子
002290,禾盛新材
002291,星期六
002292,奥飞娱乐
002293,罗莱生活
002294,信立泰
002295,精艺股份
002296,辉煌科技
002297,博云新材
002298,中电兴发
002299,圣农发展
002300,太阳电缆
002301,齐心集团
002302,西部建设
002303,美盈森
002304,洋河股份
002305,南国置业
002306,中科云网
002307,北新路桥
002308,威创股份
002309,中利集团
002310,东方园林
002311,海大集团
002312,川发龙蟒
002313,日海智能
002314,南山控股
002315,焦点科技
002316,亚联发展
002317,众生药业
002318,久立特材
002319,乐通股份
002320,海峡股份
002322,理工环科
002324,普利特
002325,洪涛股份
002326,永太科技
002327,富安娜
002328,新朋股份
002329,皇氏集团
002330,得利斯
002331,皖通科技
002332,仙琚制药
002333,罗普斯金
002334,英威腾
002335,科华数据
002336,人人乐
002337,赛象科技
002338,奥普光电
002339,积成电子
002340,格林美
002341,新纶新材
002342,巨力索具
002343,慈文传媒
002344,海宁皮城
002345,潮宏基
002346,柘中股份
002347,泰尔股份
002348,高乐股份
002349,精华制药
002350,北京科锐
002351,漫步者
002352,顺丰控股
002353,杰瑞股份
002354,天神娱乐
002355,兴民智通
002357,富临运业
002360,同德化工
002361,神剑股份
002362,汉王科技
002363,隆基机械
002364,中恒电气
002365,永安药业
002366,台海核电
002367,康力电梯
002368,太极股份
002369,卓翼科技
002370,亚太药业
002371,北方华创
002372,伟星新材
002373,千方科技
002374,中锐股份
002375,亚厦股份
002376,新北洋
002377,国创高新
002378,章源钨业
002379,宏创控股
002380,科远智慧
002381,双箭股份
002382,蓝帆医疗
002383,合众思壮
002384,东山精密
002385,大北农
002386,天原股份
002387,维信诺
002388,新亚制程
002389,航天彩虹
002390,信邦制药
002391,长青股份
002392,北京利尔
002393,力生制药
002394,联发股份
002395,双象股份
002396,星网锐捷
002397,梦洁股份
002398,垒知集团
002399,海普瑞
002400,省广集团
002401,中远海科
002402,和而泰
002403,爱仕达
002404,嘉欣丝绸
002405,四维图新
002406,远东传动
002407,多氟多
002408,齐翔腾达
002409,雅克科技
002410,广联达
002411,延安必康
002412,汉森制药
002413,雷科防务
002414,高德红外
002415,海康威视
002416,爱施德
002417,深南股份
002418,康盛股份
002419,天虹股份
002420,毅昌科技
002421,达实智能
002422,科伦药业
002423,中粮资本
002424,贵州百灵
002425,凯撒文化
002426,胜利精密
002428,云南锗业
002429,兆驰股份
002430,杭氧股份
002431,棕榈股份
002432,九安医疗
002433,太安堂
002434,万里扬
002435,长江健康
002436,兴森科技
002437,誉衡药业
002438,江苏神通
002439,启明星辰
002440,闰土股份
002441,众业达
002442,龙星化工
002443,金洲管道
002444,巨星科技
002445,中南文化
002446,盛路通信
002448,中原内配
002449,国星光电
002451,摩恩电气
002452,长高集团
002453,华软科技
002454,松芝股份
002455,百川股份
002456,欧菲光
002457,青龙管业
002458,益生股份
002459,晶澳科技
002460,赣锋锂业
002461,珠江啤酒
002462,嘉事堂
002463,沪电股份
002465,海格通信
002466,天齐锂业
002467,二六三
002468,申通快递
002469,三维化学
002471,中超控股
002472,双环传动
002474,榕基软件
002475,立讯精密
002476,宝莫股份
002478,常宝股份
002479,富春环保
002480,新筑股份
002481,双塔食品
002482,广田集团
002483,润邦股份
002484,江海股份
002485,雪松发展
002486,嘉麟杰
002487,大金重工
002488,金固股份
002489,浙江永强
002490,山东墨龙
002491,通鼎互联
002492,恒基达鑫
002493,荣盛石化
002494,华斯股份
002495,佳隆股份
002497,雅化集团
002498,汉缆股份
002500,山西证券
002502,鼎龙文化
002503,搜于特
002505,鹏都农牧
002506,协鑫集成
002507,涪陵榨菜
002508,老板电器
002510,天汽模
002511,中顺洁柔
002512,达华智能
002513,蓝丰生化
002514,宝馨科技
002515,金字火腿
002516,旷达科技
002517,恺英网络
002518,科士达
002519,银河电子
002520,日发精机
002521,齐峰新材
002522,浙江众成
002523,天桥起重
002524,光正眼科
002526,山东矿机
002527,新时达
002528,英飞拓
002529,海源复材
002530,金财互联
002531,天顺风能
002532,天山铝业
002533,金杯电工
002534,杭锅股份
002536,飞龙股份
002537,海联金汇
002538,司尔特
002539,云图控股
002540,亚太科技
002541,鸿路钢构
002542,中化岩土
002543,万和电气
002544,杰赛科技
002545,东方铁塔
002546,新联电子
002547,春兴精工
002548,金新农
002549,凯美特气
002550,千红制药
002551,尚荣医疗
002552,宝鼎科技
002553,南方轴承
002554,惠博普
002555,三七互娱
002556,辉隆股份
002557,洽洽食品
002558,巨人网络
002559,亚威股份
002560,通达股份
002561,徐家汇
002562,兄弟科技
002563,森马服饰
002564,天沃科技
002565,顺灏股份
002566,益盛药业
002567,唐人神
002568,百润股份
002570,贝因美
002571,德力股份
002572,索菲亚
002573,清新环境
002574,明牌珠宝
002576,通达动力
002577,雷柏科技
002578,闽发铝业
002579,中京电子
002580,圣阳股份
002581,未名医药
002582,好想你
002583,海能达
002584,西陇科学
002585,双星新材
002587,奥拓电子
002588,史丹利
002589,瑞康医药
002590,万安科技
002591,恒大高新
002593,日上集团
002594,比亚迪
002595,豪迈科技
002596,海南瑞泽
002597,金禾实业
002598,山东章鼓
002599,盛通股份
002600,领益智造
002601,龙佰集团
002602,世纪华通
002603,以岭药业
002605,姚记科技
002606,大连电瓷
002607,中公教育
002608,江苏国信
002609,捷顺科技
002610,爱康科技
002611,东方精工
002612,朗姿股份
002613,北玻股份
002614,奥佳华
002615,哈尔斯
002616,长青集团
002617,露笑科技
002620,瑞和股份
002621,美吉姆
002622,融钰集团
002623,亚玛顿
002624,完美世界
002625,光启技术
002626,金达威
002627,三峡旅游
002628,成都路桥
002630,华西能源
002631,德尔未来
002632,道明光学
002633,申科股份
002634,棒杰股份
002635,安洁科技
002636,金安国纪
002637,赞宇科技
002638,勤上股份
002639,雪人股份
002641,永高股份
002642,荣联科技
002643,万润股份
002644,佛慈制药
002645,华宏科技
002646,青青稞酒
002647,仁东控股
002648,卫星化学
002649,博彦科技
002650,加加食品
002651,利君股份
002652,扬子新材
002653,海思科
002654,万润科技
002655,共达电声
002657,中科金财
002658,雪迪龙
002659,凯文教育
002660,茂硕电源
002661,克明食品
002662,京威股份
002663,普邦股份
002664,长鹰信质
002665,首航高科
002666,德联集团
002667,鞍重股份
002669,康达新材
002670,国盛金控
002671,龙泉股份
002672,东江环保
002673,西部证券
002674,兴业科技
002675,东诚药业
002676,顺威股份
002677,浙江美大
002678,珠江钢琴
002679,福建金森
002681,奋达科技
002682,龙洲股份
002683,宏大爆破
002685,华东重机
002686,亿利达
002687,乔治白
002688,金河生物
002689,远大智能
002690,美亚光电
002691,冀凯股份
002693,双成药业
002694,顾地科技
002695,煌上煌
002696,百洋股份
002697,红旗连锁
002698,博实股份
002699,美盛文化
002701,奥瑞金
002702,海欣食品
002703,浙江世宝
002705,新宝股份
002706,良信股份
002707,众信旅游
002708,光洋股份
002709,天赐材料
002712,思美传媒
002713,东易日盛
002714,牧原股份
002715,登云股份
002716,金贵银业
002717,岭南股份
002718,友邦吊顶
002721,金一文化
002722,金轮股份
002723,金莱特
002724,海洋王
002725,跃岭股份
002726,龙大肉食
002727,一心堂
002728,特一药业
002729,好利科技
002730,电光科技
002731,萃华珠宝
002732,燕塘乳业
002733,雄韬股份
002734,利民股份
002735,王子新材
002736,国信证券
002737,葵花药业
002738,中矿资源
002739,万达电影
002740,爱迪尔
002741,光华科技
002742,三圣股份
002743,富煌钢构
002745,木林森
002746,仙坛股份
002747,埃斯顿
002748,世龙实业
002749,国光股份
002750,龙津药业
002751,易尚展示
002752,昇兴股份
002753,永东股份
002755,奥赛康
002756,永兴材料
002757,南兴股份
002758,浙农股份
002759,天际股份
002760,凤形股份
002761,浙江建投
002762,金发拉比
002763,汇洁股份
002765,蓝黛科技
002767,先锋电子
002768,国恩股份
002769,普路通
002771,真视通
002772,众兴菌业
002773,康弘药业
002774,快意电梯
002775,文科园林
002777,久远银海
002778,中晟高科
002779,中坚科技
002780,三夫户外
002781,奇信股份
002782,可立克
002783,凯龙股份
002785,万里石
002786,银宝山新
002787,华源控股
002788,鹭燕医药
002789,建艺集团
002790,瑞尔特
002791,坚朗五金
002792,通宇通讯
002793,罗欣药业
002795,永和智控
002796,世嘉科技
002797,第一创业
002798,帝欧家居
002799,环球印务
002800,天顺股份
002801,微光股份
002802,洪汇新材
002803,吉宏股份
002805,丰元股份
002806,华锋股份
002807,江阴银行
002808,恒久科技
002809,红墙股份
002810,山东赫达
002811,郑中设计
002812,恩捷股份
002813,路畅科技
002815,崇达技术
002816,和科达
002817,黄山胶囊
002818,富森美
002819,东方中科
002820,桂发祥
002821,凯莱英
002822,中装建设
002823,凯中精密
002824,和胜股份
002825,纳尔股份
002826,易明医药
002827,高争民爆
002828,贝肯能源
002829,星网宇达
002830,名雕股份
002831,裕同科技
002832,比音勒芬
002833,弘亚数控
002835,同为股份
002836,新宏泽
002837,英维克
002838,道恩股份
002839,张家港行
002840,华统股份
002841,视源股份
002842,翔鹭钨业
002843,泰嘉股份
002845,同兴达
002846,英联股份
002847,盐津铺子
002848,高斯贝尔
002849,威星智能
002850,科达利
002851,麦格米特
002852,道道全
002853,皮阿诺
002855,捷荣技术
002856,美芝股份
002857,三晖电气
002858,力盛赛车
002859,洁美科技
002860,星帅尔
002861,瀛通通讯
002862,实丰文化
002863,今飞凯达
002864,盘龙药业
002865,钧达股份
002866,传艺科技
002867,周大生
002868,绿康生化
002869,金溢科技
002870,香山股份
002871,伟隆股份
002873,新天药业
002875,安奈儿
002876,三利谱
002877,智能自控
002878,元隆雅图
002879,长缆科技
002880,卫光生物
002881,美格智能
002882,金龙羽
002883,中设股份
002884,凌霄泵业
002885,京泉华
002886,沃特股份
002887,绿茵生态
002888,惠威科技
002889,东方嘉盛
002890,弘宇股份
002891,中宠股份
002892,科力尔
002893,华通热力
002895,川恒股份
002896,中大力德
002897,意华股份
002898,赛隆药业
002899,英派斯
002900,哈三联
002901,大博医疗
002902,铭普光磁
002903,宇环数控
002905,金逸影视
002906,华阳集团
002907,华森制药
002908,德生科技
002909,集泰股份
002910,庄园牧场
002911,佛燃能源
002912,中新赛克
002913,奥士康
002915,中欣氟材
002916,深南电路
002917,金奥博
002918,蒙娜丽莎
002919,名臣健康
002920,德赛西威
002921,联诚精密
002922,伊戈尔
002923,润都股份
002925,盈趣科技
002926,华西证券
002927,泰永长征
002928,华夏航空
002929,润建股份
002930,宏川智慧
002931,锋龙股份
002932,明德生物
002933,新兴装备
002935,天奥电子
002936,郑州银行
002937,兴瑞科技
002938,鹏鼎控股
002939,长城证券
002940,昂利康
002941,新疆交建
002942,新农股份
002943,宇晶股份
002945,华林证券
002946,新乳业
002947,恒铭达
002948,青岛银行
002949,华阳国际
002950,奥美医疗
002951,金时科技
002952,亚世光电
002953,日丰股份
002955,鸿合科技
002956,西麦食品
002957,科瑞技术
002958,青农商行
002959,小熊电器
002960,青鸟消防
002961,瑞达期货
002962,五方光电
002963,豪尔赛
002965,祥鑫科技
002966,苏州银行
002967,广电计量
002968,新大正
002969,嘉美包装
002970,锐明技术
002971,和远气体
002972,科安达
002973,侨银股份
002975,博杰股份
002976,瑞玛工业
002977,天箭科技
002978,安宁股份
002979,雷赛智能
002980,华盛昌
002981,朝阳科技
002982,湘佳股份
002983,芯瑞达
002984,森麒麟
002985,北摩高科
002986,宇新股份
002987,京北方
002988,豪美新材
002989,中天精装
002990,盛视科技
002991,甘源食品
002992,宝明科技
002993,奥海科技
002995,天地在线
002996,顺博合金
002997,瑞鹄模具
002998,优彩资源
002999,天禾股份
600000,浦发银行
600004,白云机场
600006,东风汽车
600007,中国国贸
600008,首创环保
600009,上海机场
600010,包钢股份
600011,华能国际
600012,皖通高速
600015,华夏银行
600016,民生银行
600017,日照港
600018,上港集团
600019,宝钢股份
600020,中原高速
600021,上海电力
600022,山东钢铁
600023,浙能电力
600025,华能水电
600026,中远海能
600027,华电国际
600028,中国石化
600029,南方航空
600030,中信证券
600031,三一重工
600032,浙江新能
600033,福建高速
600035,楚天高速
600036,招商银行
600037,歌华有线
600038,中直股份
600039,四川路桥
600048,保利发展
600050,中国联通
600051,宁波联合
600052,浙江广厦
600053,九鼎投资
600054,黄山旅游
600055,万东医疗
600056,中国医药
600057,厦门象屿
600058,五矿发展
600059,古越龙山
600060,海信视像
600061,国投资本
600062,华润双鹤
600063,皖维高新
600064,南京高科
600066,宇通客车
600067,冠城大通
600070,浙江富润
600071,凤凰光学
600072,中船科技
600073,上海梅林
600075,新疆天业
600076,康欣新材
600077,宋都股份
600079,人福医药
600080,金花股份
600081,东风科技
600082,海泰发展
600085,同仁堂
600088,中视传媒
600089,特变电工
600094,大名城
600095,湘财股份
600096,云天化
600097,开创国际
600098,广州发展
600099,林海股份
600100,同方股份
600101,明星电力
600103,青山纸业
600104,上汽集团
600105,永鼎股份
600106,重庆路桥
600107,美尔雅
600108,亚盛集团
600109,国金证券
600110,诺德股份
600111,北方稀土
600113,浙江东日
600114,东睦股份
600115,中国东航
600116,三峡水利
600117,西宁特钢
600118,中国卫星
600119,长江投资
600120,浙江东方
600121,郑州煤电
600123,兰花科创
600125,铁龙物流
600126,杭钢股份
600127,金健米业
600128,弘业股份
600129,太极集团
600130,波导股份
600131,国网信通
600132,重庆啤酒
600133,东湖高新
600135,乐凯胶片
600136,当代文体
600137,浪莎股份
600138,中青旅
600141,兴发集团
600143,金发科技
600148,长春一东
600149,廊坊发展
600150,中国船舶
600151,航天机电
600152,维科技术
600153,建发股份
600155,华创阳安
600156,华升股份
600157,永泰能源
600158,中体产业
600159,大龙地产
600160,巨化股份
600161,天坛生物
600162,香江控股
600163,中闽能源
600165,新日恒力
600166,福田汽车
600167,联美控股
600168,武汉控股
600169,太原重工
600170,上海建工
600171,上海贝岭
600172,黄河旋风
600173,卧龙地产
600176,中国巨石
600177,雅戈尔
600178,东安动力
600179,安通控股
600180,瑞茂通
600183,生益科技
600184,光电股份
600185,格力地产
600186,莲花健康
600187,国中水务
600188,兖州煤业
600189,泉阳泉
600190,锦州港
600192,长城电工
600193,创兴资源
600195,中牧股份
600196,复星医药
600197,伊力特
600199,金种子酒
600200,江苏吴中
600201,生物股份
600202,哈空调
600203,福日电子
600206,有研新材
600207,安彩高科
600208,新湖中宝
600210,紫江企业
600211,西藏药业
600212,江泉实业
600213,亚星客车
600215,长春经开
600216,浙江医药
600217,中再资环
600218,全柴动力
600219,南山铝业
600220,江苏阳光
600222,太龙药业
600223,鲁商发展
600227,圣济堂
600228,返利科技
600229,城市传媒
600230,沧州大化
600231,凌钢股份
600232,金鹰股份
600233,圆通速递
600234,科新发展
600235,民丰特纸
600236,桂冠电力
600237,铜峰电子
600238,海南椰岛
600243,青海华鼎
600246,万通发展
600248,陕西建工
600249,两面针
600250,南纺股份
600251,冠农股份
600252,中恒集团
600255,鑫科材料
600256,广汇能源
600257,大湖股份
600258,首旅酒店
600259,广晟有色
600261,阳光照明
600262,北方股份
600266,城建发展
600267,海正药业
600268,国电南自
600269,赣粤高速
600271,航天信息
600272,开开实业
600273,嘉化能源
600276,恒瑞医药
600277,亿利洁能
600278,东方创业
600279,重庆港
